[2023-04-26T16:50:23.315Z] [SEALIGHTS] 2023-04-26 16:50:23,170 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AuditModel' was instrumented for code coverage (methods: total=23, instrumented=22), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:16.137Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:51:16.137Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:51:16.137Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:51:16.140Z] [SEALIGHTS] 2023-04-26 16:51:15,958 INFO  [2049|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/AVehicleMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:51:16.140Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:51:16.140Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:51:16.140Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:51:16.143Z] [SEALIGHTS] 2023-04-26 16:51:15,964 INFO  [2049|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/AssetClassMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:51:16.143Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:51:16.143Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:51:16.143Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:51:16.145Z] [SEALIGHTS] 2023-04-26 16:51:15,967 INFO  [2049|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/MeasureDataMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:51:16.145Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:51:16.145Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:51:16.145Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:51:16.148Z] [SEALIGHTS] 2023-04-26 16:51:15,970 INFO  [2049|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/VehicleHoldingMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:51:16.148Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:51:16.148Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:51:16.148Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:51:16.151Z] [SEALIGHTS] 2023-04-26 16:51:15,975 INFO  [2049|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/AuditModelMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:51:16.151Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:51:16.151Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:51:16.151Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:51:16.153Z] [SEALIGHTS] 2023-04-26 16:51:15,978 INFO  [2049|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/AssetClassAllocationMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:51:16.153Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:51:16.153Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:51:16.153Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:51:16.156Z] [SEALIGHTS] 2023-04-26 16:51:15,981 INFO  [2049|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/SourceSystemMapMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:51:16.156Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:51:16.156Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:51:16.156Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:51:16.159Z] [SEALIGHTS] 2023-04-26 16:51:15,984 INFO  [2049|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/CustomBenchmarkMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:51:16.159Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:51:16.159Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:51:16.159Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:51:16.161Z] [SEALIGHTS] 2023-04-26 16:51:15,987 INFO  [2049|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/VehicleMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:51:16.161Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:51:16.161Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:51:16.161Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:51:16.164Z] [SEALIGHTS] 2023-04-26 16:51:15,993 INFO  [2049|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/MoneyMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:51:16.164Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:51:16.164Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:51:16.164Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:51:16.166Z] [SEALIGHTS] 2023-04-26 16:51:15,995 INFO  [2049|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/CustomBenchmarkDataMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:51:16.166Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:51:16.166Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:51:16.166Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:51:16.169Z] [SEALIGHTS] 2023-04-26 16:51:16,004 INFO  [2049|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/graphql/query/UserQueryMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:51:16.169Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:51:16.169Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:51:16.169Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:51:16.440Z] [SEALIGHTS] 2023-04-26 16:51:16,011 INFO  [2049|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/graphql/query/BenchmarkQueryMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:51:16.440Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:51:16.440Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:51:16.440Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:51:16.443Z] [SEALIGHTS] 2023-04-26 16:51:16,014 INFO  [2049|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/graphql/query/AnalyticsQueryMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:51:16.443Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:51:16.443Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:51:16.443Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:51:17.858Z] [SEALIGHTS] 2023-04-26 16:51:17,551 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/metrics/model/AccountMetrics' was instrumented for code coverage (methods: total=14, instrumented=14), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:17.858Z] [SEALIGHTS] 2023-04-26 16:51:17,556 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/metrics/model/HoldingsMetrics' was instrumented for code coverage (methods: total=13, instrumented=13), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:18.124Z] [SEALIGHTS] 2023-04-26 16:51:18,002 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/test/wiremock/ConnectionCloseExtension' was instrumented for code coverage (methods: total=4, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:22.185Z] [SEALIGHTS] 2023-04-26 16:51:22,132 INFO  [2049|agent-events|021] i.s.o.a.infra.http.api.SLHttpClient : [To ES] - sending POST, url:'https://jpmorgan.sealights.co/api/v3/agents/agent-events', token: ...5RBC3aTD6U', body:'{"agentId":"64dad903-3e08-41ce-8c1b-d8291c91e5df","buildSessionId":"cd8e31f8-c4a8-445f-8fa3-ee16d2c41045","events":[{"type":3999,"utcTimestamp_ms":1682527875937,"data":"Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/UserMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException\n\tat io.sealights.dependencies.org.objectweb.asm.ClassReader.readVerificationTypeInfo(ClassReader.java:3411)\n\tat io.sealights.dependencies.org.objectweb.asm.ClassReader.readStackMapFrame(ClassReader.java:3338)\n\tat io.sealights.dependencies.org.objectweb.asm.ClassReader.readCode(ClassReader.java:2088)\n\tat io.sealights.dependencies.org.objectweb.asm.ClassReader.readMethod(ClassReader.java:1514)\n\tat io.sealights.dependencies.org.objectweb.asm.ClassReader.accept(ClassReader.java:744)\n\tat io.sealights.dependencies.org.objectweb.asm.ClassReader.accept(ClassReader.java:424)\n\tat io.sealights.onpremise.agents.tes...(truncated to 1024 Bytes)''
[2023-04-26T16:51:23.266Z] [SEALIGHTS] 2023-04-26 16:51:23,135 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/resource/StaticResourceConfiguration$1' was instrumented for code coverage (methods: total=2, instrumented=2), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:23.266Z] [SEALIGHTS] 2023-04-26 16:51:23,147 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/security/auth/CustomAuthenticationFilter' was instrumented for code coverage (methods: total=3, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:23.266Z] [SEALIGHTS] 2023-04-26 16:51:23,149 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/security/authz/WeaveBranchApplicationAuthoritiesFilter' was instrumented for code coverage (methods: total=1, instrumented=1), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:23.267Z] [SEALIGHTS] 2023-04-26 16:51:23,150 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/security/authz/AbstractWeaveBranchApplicationAuthoritiesFilter' was instrumented for code coverage (methods: total=4, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:27.712Z] [SEALIGHTS] 2023-04-26 16:51:27,570 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/criteria/BenchmarkCriteria$BenchmarkCriteriaBuilder' was instrumented for code coverage (methods: total=11, instrumented=7), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:27.712Z] [SEALIGHTS] 2023-04-26 16:51:27,571 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/criteria/BenchmarkCriteria$BenchmarkCriteriaBuilderImpl' was instrumented for code coverage (methods: total=6, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:27.980Z] [SEALIGHTS] 2023-04-26 16:51:27,661 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/ignite/JcacheCachePerformanceLoggingWrapper$CompletionLogger' was instrumented for code coverage (methods: total=4, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:27.982Z] [SEALIGHTS] 2023-04-26 16:51:27,699 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/criteria/CoreGridCriteria' was instrumented for code coverage (methods: total=20, instrumented=20), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:27.982Z] [SEALIGHTS] 2023-04-26 16:51:27,700 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/criteria/CoreGridCriteria$CoreGridCriteriaBuilder' was instrumented for code coverage (methods: total=10, instrumented=10), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:27.982Z] [SEALIGHTS] 2023-04-26 16:51:27,702 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/common/DateUtils' was instrumented for code coverage (methods: total=5, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.940Z] [SEALIGHTS] 2023-04-26 16:51:28,552 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridTreeNode$CoreGridTreeNodeBuilder' was instrumented for code coverage (methods: total=11, instrumented=9), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.940Z] [SEALIGHTS] 2023-04-26 16:51:28,553 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridTreeNode$CoreGridTreeNodeBuilderImpl' was instrumented for code coverage (methods: total=4, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.940Z] [SEALIGHTS] 2023-04-26 16:51:28,554 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridAssetClassAllocation$CoreGridAssetClassAllocationBuilder' was instrumented for code coverage (methods: total=8, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.940Z] [SEALIGHTS] 2023-04-26 16:51:28,555 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridAssetClassAllocation$CoreGridAssetClassAllocationBuilderImpl' was instrumented for code coverage (methods: total=6, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.940Z] [SEALIGHTS] 2023-04-26 16:51:28,573 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridVehicleAllocation$CoreGridVehicleAllocationBuilder' was instrumented for code coverage (methods: total=8, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.940Z] [SEALIGHTS] 2023-04-26 16:51:28,574 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridVehicleAllocation$CoreGridVehicleAllocationBuilderImpl' was instrumented for code coverage (methods: total=6, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.940Z] [SEALIGHTS] 2023-04-26 16:51:28,576 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridVehicle' was instrumented for code coverage (methods: total=31, instrumented=31), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.940Z] [SEALIGHTS] 2023-04-26 16:51:28,579 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridVehicle$CoreGridVehicleBuilder' was instrumented for code coverage (methods: total=16, instrumented=14), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.940Z] [SEALIGHTS] 2023-04-26 16:51:28,580 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridVehicle$CoreGridVehicleBuilderImpl' was instrumented for code coverage (methods: total=4, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.940Z] [SEALIGHTS] 2023-04-26 16:51:28,650 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/helper/CoreGridHelper' was instrumented for code coverage (methods: total=29, instrumented=29), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.940Z] [SEALIGHTS] 2023-04-26 16:51:28,661 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/service/CoreGridService$1' was instrumented for code coverage (methods: total=1, instrumented=1), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.940Z] [SEALIGHTS] 2023-04-26 16:51:28,716 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coremodel/model/criteria/CoreModelCriteria' was instrumented for code coverage (methods: total=20, instrumented=20), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.940Z] [SEALIGHTS] 2023-04-26 16:51:28,721 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coremodel/model/criteria/CoreModelCriteria$CoreModelCriteriaBuilder' was instrumented for code coverage (methods: total=10, instrumented=10), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.940Z] [SEALIGHTS] 2023-04-26 16:51:28,772 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coremodel/model/data/VehicleHolding' was instrumented for code coverage (methods: total=19, instrumented=19), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.940Z] [SEALIGHTS] 2023-04-26 16:51:28,774 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coremodel/model/data/Vehicle' was instrumented for code coverage (methods: total=23, instrumented=23), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.940Z] [SEALIGHTS] 2023-04-26 16:51:28,778 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coremodel/model/data/ProductType' was instrumented for code coverage (methods: total=9, instrumented=9), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.940Z] [SEALIGHTS] 2023-04-26 16:51:28,833 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/helper/CoreModelHelper' was instrumented for code coverage (methods: total=7, instrumented=7), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.940Z] [SEALIGHTS] 2023-04-26 16:51:28,849 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/vehicle/ResolvableVehicle$ResolvableVehicleBuilder' was instrumented for code coverage (methods: total=14, instrumented=14), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:28.941Z] [SEALIGHTS] 2023-04-26 16:51:28,858 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/vehicle/VehicleResolutionCriteria$VehicleResolutionCriteriaBuilder' was instrumented for code coverage (methods: total=5, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:29.526Z] [SEALIGHTS] 2023-04-26 16:51:29,435 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/vehicle/ResolvedVehicle$ResolvedVehicleBuilder' was instrumented for code coverage (methods: total=6, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:29.795Z] [SEALIGHTS] 2023-04-26 16:51:29,534 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/helper/VehicleHelper' was instrumented for code coverage (methods: total=10, instrumented=10), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:29.795Z] [SEALIGHTS] 2023-04-26 16:51:29,536 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/common/CollectionUtils' was instrumented for code coverage (methods: total=6, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:29.795Z] [SEALIGHTS] 2023-04-26 16:51:29,540 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/criteria/InstrumentMeasureDataCriteria$DataSource' was instrumented for code coverage (methods: total=4, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
